BR_id,BRsummary,BRdescription,commit_id,file_new_name
3668,incorrect batch_sizes when Dataloader returns a dict with multiple tensors.,  🐛 bug    tracked batch sizes in result object are incorrect when a dataloader returns a dict with multiple tensors   to reproduce    create data loader that returns a dict  e g  batch     batcha   tensor a   batchb   tensor b    both entires have batch size n with n        for this example a batch size of   will be logged since len               pytorch lightning pytorch lightning trainer evaluation loop py              lines   to          in                          track batch size for weighted average          is result obj   isinstance           if is result obj           output track batch size                     pytorch lightning pytorch lightning trainer training loop py              lines   to          in                          track batch size for weighted average          if is result obj           training step output track batch size               expected behavior    log correct batch size   i m not sure what can be defined as the  correct  batch size when there are m,b34c7add23553f10f6f0d7caf4177c67ee213f3a,pytorch_lightning\core\step_result.py
367,setting gpus=-1 and gpus='-1' in Trainer give different behaviours,  i discovered this while looking through the code  trainer constructor does not mention that  gpus can be    or       however if such values are passed they are accepted and result in  different behaviour     will result in no gpus used       will use all available gpus   to reproduce    run any model first setting trainer gpus parameter to     no gpus will be used   run same model setting gpus to       all available gpus will be used     being able to set    to indicate that all gpus should be used is and i believe useful behaviour   the issue is in function self   parse gpu ids    where the handling of    when passed as int is not implemented   solution would be to implement equivalent logic for    as for        happy to submit a pr    ,2aba70e228b427b16e547e030ab3bbad736b5b00,docs\Trainer\Distributed training.md
3693,"Missing attribute ""training_step_output_for_epoch_end""",  i used the documentation way of stopping the training    lightning readthedocs io en latest early stopping html enable early stopping using callbacks on epoch end      if on bath start method returns    at the very beginning of an epoch  the titled attributeerror exception   the problem is in training loop py line       code sample    use the method and run your code       def on batch start            return     expected behavior    check batch output value if equals    before running trainin loop py line     the early stopping method achieved the same way the documentation specifies should not throw an exception but rather simply stop the training   environment      cuda     gpu   available          false  version            none      packages     numpy                     pytorch debug      false  pytorch version           pytorch lightning         tqdm                          system     os                 windows  architecture        windowspe      processor            family   ,9942f3ebdf14d0139b1b156dd56662b425f3c777,CHANGELOG.md
3778,training_step log requires that tbptt_reduce_fx is also set,  🐛 bug    training step log requires that tbptt reduce fx is also set   code sample    def training step                 self log       self log            foo            torch tensor            on step false           on epoch true           reduce fx max            tbptt reduce fx max  error when commented             return loss    def validation step          no issues here      self log            bar            torch tensor            on step false           on epoch true           reduce fx max          error   time outputs      tr loss   tensor    foo   tensor    minimize   tensor            classmethod      def reduce across time              auto reduce across time for tbptt          meta   time outputs     meta                    in     the results have  extra   once we deprecate       we may not need this          if  extra  in time outputs                   x pop  for x in time outputs                 result   cls           result   recursive gather           recursive st,89cc12311f5eaa7860d66bce9bfe3d93255f35b6,pytorch_lightning\core\step_result.py
3780,auto_scale_batch_size doesnt use 'binsearch',  i tried to following and it s still using power                               init model                            model   litautoencoder                                 init trainer                          trainer   pl trainer                                 tune                         trainer fit       did we remove support  or is that a bug    ,f745c4a773fa9742a1c3cc9d051af0acbfe411ec,docs\source\training_tricks.rst
3797,Broken ddp_cpu backend,  🐛 bug    broken on current master   to reproduce    def test        import pytorch lightning as pl      trainer   pl trainer           default root dir tmpdir           max epochs             limit train batches             limit val batches             distributed backend  ddp cpu               model   dummymodule    linear layer on mnist      trainer fit   error   e          process   terminated with the following error   e       traceback     e         file   home carmocca projects pylaia venv lib     site packages torch multiprocessing spawn py   line    in  wrap  e           fn   e         file   home carmocca projects pylaia venv src pytorch lightning pytorch lightning accelerators ddp cpu spawn backend py   line    in ddp train  e           results   self train or test   e         file   home carmocca projects pylaia venv src pytorch lightning pytorch lightning accelerators base backend py   line    in train or test  e           results   self trainer train   e         file   ,22efce8f400ab452ad1369e6ec9e8e733cc9a93d,pytorch_lightning\overrides\data_parallel.py
3811,ModelCheckpoint not picking up metrics logged from lightning module,  🐛 bug    the model checkpoint raises a misconfiguration error because metrics logged from validation epoch end are mysteriously unavailable to the callback  to reproduce    from typing import optional  import torch  from pytorch lightning import trainer  lightningmodule  from pytorch lightning callbacks import modelcheckpoint  from torch utils data dataset import dataset  class randomdataset        def   init              self len   length          self data   torch randn       def   getitem              return self data index       def   len              return self len  class testmodule        def   init                 lightningmodule for testing purposes          args               epoch min loss override    pass in an epoch that will be set to the minimum                  validation loss for testing purposes    if none this is ignored  defaults to none                        super    init             self layer   torch nn linear           self epoch min loss override   epoch min,d9bc95f83e163f1ef0e64012ad086d4448410817,pytorch_lightning\callbacks\early_stopping.py
3813,Calling module.log(...) within a callback fails,  🐛 bug    calling pl module log  within a callback fails  even though this is recommended by the documentation here    lightning readthedocs io en latest loggers html logging from a callback    error      file  my callback file py   line xx  in on validation epoch end      pl module log dict     file   home local usherbrooke   opt   envs cav lib     site packages pytorch lightning core lightning py   line    in log dict      self log     file   home local usherbrooke   opt   envs cav lib     site packages pytorch lightning core lightning py   line    in log      self  results log     file   home local usherbrooke   opt   envs cav lib     site packages pytorch lightning core step result py   line    in log      self   set meta     file   home local usherbrooke   opt   envs cav lib     site packages pytorch lightning core step result py   line    in   set meta       internal   self  meta     internal    keyerror    internal   python baseexception      cc  nathanpainchaud    this is happ,3d202f9ecc4137b08cb5b1ac15af276456fcfaaf,CHANGELOG.md
3898,"TypeError: expected str, bytes or os.PathLike object, not NoneType",  🐛 bug    i am summarizing the source of the issue to speedup the fix   after this line of code        pytorch lightning pytorch lightning accelerators ddp backend py               line          in                        env copy  pl global seed     os environ get              i have that env copy  pl global seed   is none and having an environment variable set to none breaks subprocess popen here        pytorch lightning pytorch lightning accelerators ddp backend py               line          in                        proc   subprocess popen              my fix at the moment is to add  if env copy  pl global seed   is none                   del env copy  pl global seed        after        pytorch lightning pytorch lightning accelerators ddp backend py               line          in                        env copy  pl global seed     os environ get              environment      cuda      gpu      available          false     version                   packages      numpy              ,e4a56fa5cfb5b67147c2013ae444ad0cd9a1b63a,pytorch_lightning\accelerators\ddp_backend.py
3906,Infinite recursion when calling `self.log(...)` in validation loop with dataset that returns string in item dict,  🐛 bug    i m not sure if this is a behavior that was intended to be supported in the first place  but pr      introduced a regression on passing strings as part of the data in a batch  now  if we pass a dictionary where one of the values is a string   falls into an infinite recursion loop when trying to log anything during the validation step   to reproduce    see pr      for a test that reproduces the bug on the current master  the test becomes functional when commenting out line       the recursion happens in this specific statement in unpack batch size    elif isinstance        sample   next           size   self unpack batch size   which recurses infinitely when sample is a string   the full stacktrace i get when running the test is the following   test logging py                                                                                              pytorch lightning trainer trainer py    in fit      results   self accelerator backend train         pytorch lightning acceler,c510a7f90077140d60c47adf8e1e73638c2d1017,pytorch_lightning\core\step_result.py
394,ModelCheckpoint wipes out current directory,   williamfalcon   i think this is what you were seeing in       if we let the  create the default  callback and don t use   the prefix ends up being set to the current directory  then  when  tries to clean up previous checkpoints  it wipes out everything in the current directory   relevant bits of code     default save path set to os getcwd     lightning blob master pytorch lightning trainer trainer py    modelcheckpoint falls back to default save path    lightning blob master pytorch lightning trainer trainer py      modelcheckpoint blows away pre existing files in checkpoint directory    lightning blob master pytorch lightning callbacks pt callbacks py      the most obvious fix is to provide a better default checkpoint prefix  but there would still be a lurking footgun for a user who sets default save path incorrectly  should we maybe insist that the checkpoint directory not exist before training starts  or that it be empty    ,9fa28066059c3bda0b022c33921796c7425cd41e,pytorch_lightning\callbacks\pt_callbacks.py
3945,Unexpected signature for validation_step,  🐛 bug    typeerror  validation step  takes   positional arguments but   were given      full stacktrace        this test is passing for me on        but not on master  to reproduce    from typing import optional  import unittest  import torch  from pytorch lightning import lightningmodule  from torch utils data dataset import dataset  class randomdataset        def   init              self len   length          self data   torch randn       def   getitem              return self data index       def   len              return self len  class testmodule        def   init                 lightningmodule for testing purposes          args               epoch min loss override    pass in an epoch that will be set to the minimum                  validation loss for testing purposes    if none this is ignored  defaults to none                        super    init             self layer   torch nn linear           self epoch min loss override   epoch min loss override      def forward       ,6044cf900317ec9542fb1745976c9a96cc70b396,pytorch_lightning\trainer\data_loading.py
3974,[Bug]: Late update of Trainer `current_epoch` property for `LightningDataModule`,  🐛 bug    late update of trainer current epoch property for lightningdatamodule object   to reproduce    the below code reproduces the issue   please check for the print logs for the current epoch number in train dataloader   code sample    import torch  import torch nn as nn  import torch nn functional as f  from torchvision import transforms  from torchvision datasets import mnist  from torch utils data import random split  dataloader    import pytorch lightning as pl      class litmodel          def   init                super    init                 we take in input dimensions as parameters and use those to dynamically build model           self channels   channels          self width   width          self height   height          self num classes   num classes          self hidden size   hidden size          self learning rate   learning rate            self model   nn sequential               nn flatten                nn linear                nn relu                nn dropout   ,fcfa5874923000a4b391c88b6488e065aee4d671,CHANGELOG.md
3993,Mismatch between docstring and code regarding when `on_load_checkpoint` hook is called,  🐛 bug    the docstring of on load checkpoint hook says that it is called before trying to load state dict         pytorch lightning pytorch lightning core saving py              lines   to          in                        def on load checkpoint     none                                do something with the checkpoint                   gives model a chance to load something before   state dict   is restored              however  in lightningmodule load from checkpoint  it is called after load state dict         pytorch lightning pytorch lightning core saving py              lines   to          in                          load the state dict on the model automatically          model load state dict                      give model a chance to load something          model on load checkpoint              additional context    related discussion on slack    lightning slack com archives        i think the docstring is correct and the call to on load checkpoint should be moved right before,a8573b005224bde87eb7a81ccdf5f428620c121f,pytorch_lightning\core\saving.py
4001,on_train_epoch_end and on_epoch_end are out of order,  🐛 bug    consider the following order in which the  hooks are called from          on epoch start  on train epoch start  on validation start  on validation epoch start  on validation epoch end  on validation end  on epoch end  on train epoch end      naturally one would expect the opening and closing scope hooks to match  however  on train epoch end is called after on epoch end  which seems incorrect  it is natural to open the epoch scope before the train epoch scope    in which case the epoch scope should be closed after closing the train epoch scope      pytorch version           os    ubuntu      how you installed pytorch    pip  build command you used     python version         cuda cudnn version  na  gpu models and configuration  na  any other relevant information  na     ,3777988502d1013508455a5fd34dc7d1a7e8e035,pytorch_lightning\utilities\model_utils.py
4011,Broken link in Documentation,  📚 documentation    the module index link at the bottom of the main page of the lightning documentation is broken  this seems to be because the make html command does not create a py modindex html file     if the module index page is not required a solution is to remove    ref  modindex from the index rst file   additionally  below the module index link there is a link to a search page  that is currently empty  seeing as searching is possible in the sidebar  not sure if the page is required  so could remove    ref  search as well   not super familiar with sphinx but think this wouldn t break anything    ,9e919763231d6f210f711515e496c953e6411a57,docs\source\index.rst
4020,"Validation loss Tensor object is print in progress bar, it is expected only value",  🐛 bug    when i add validation loss in progress bar training  tensor object is printed whereas only loss value is expected   for example     epoch       ██████████                     s  loss      v num    val loss tensor    validation loss is added with the following command   self log   i tried self log   prog bar true  with no effect   to reproduce    the bug is reproductible with the minimal code example    lightning blob master pl examples bug report model py     see code sample below with validation step overridden    code sample    class testmodel          def validation step            output   self layer           loss   self loss           self log           return   x   loss       expected behavior    it is expected to only obtain value of validation loss in progress bar and not tensor object   environment      cuda     gpu   available          false  version            none      packages     numpy                     pytorch debug      false  pytorch version           pyt,bdbf84602973dc86a16f66d2902b22ee5a4c9f21,CHANGELOG.md
403,Error when model checkpoint and no early stop,    when creating a   if we set a  and  we get an error at this line   here   to reproduce  steps to reproduce the behavior     create a ckpt   modelcheckpoint   create a trainer  setting checkpoint callback   ckpt and early stop callback false  see the error attributeerror   nonetype  object has no attribute  wait     expected behavior  it should be possible to save the model without setting an earlystopping condition  of course one could set an earlystopping with the max integer  but changing the condition from an or to an and solves the problem   desktop    os  ubuntu      browser  firefox quantum  version            ,e7c12d936e30aec96b1bf333ed9dc17c736dcc9e,pytorch_lightning\trainer\trainer_io.py
4073,Data Parallel bug (return outputs not being moved to same device),  🐛 bug    under backend  dp  doesn t handle reduction of the loss across multiple gpus correctly  this is present in             to reproduce    code sample    import torch  import pytorch lightning as ptl  from pytorch lightning import lightningmodule  from torch utils data import dataset      class randomdictdataset        def   init              self len   length          self data   torch randn         def   getitem              a   self data index           b   a              return   a   a   b   b         def   len              return self len      class randomdictstringdataset        def   init              self len   length          self data   torch randn         def   getitem              return   id   str    x   self data index          def   len              return self len      class randomdataset        def   init              self len   length          self data   torch randn         def   getitem              return self data index         def   len              return,f23f5e56480d1a4784fc7829d014590fe4ca1454,CHANGELOG.md
4141,the self.log problem in validation_step(),  as doc say we should use self log in last version   but the loged data are strange if we change evalresult  to self log   then we check the data in tensorboard  the self log  will only log the result of last batch each epoch  instead of the mean of them   that is quite unreliable about this issue  it must be turned back to evalresult  for correct experiments    ,45d05ff68dbf3db300a782af97ea54cab70a3ff9,pytorch_lightning\core\step_result.py
4188,To many backwards with LBFGS,  🐛 bug    when using lbfgs we have one backward step to much  because we call backward before the optimiser step    but the optimizer step get s a closure and therefore calls backward again   to reproduce    import torch  import pytorch lightning as ptl  from pytorch lightning import lightningmodule  from torch utils data import dataset      class randomdictdataset        def   init              self len   length          self data   torch randn         def   getitem              a   self data index           b   a              return   a   a   b   b         def   len              return self len      class randomdictstringdataset        def   init              self len   length          self data   torch randn         def   getitem              return   id   str    x   self data index          def   len              return self len      class randomdataset        def   init              self len   length          self data   torch randn         def   getitem              return self ,0ec410769744843726a140b7efabbeeb1c4e2929,pytorch_lightning\accelerators\accelerator.py
4208,AttributeError: 'Trainer' object has no attribute 'hpc_save',  🐛 bug    getting the following error in slurm cluster   attributeerror   trainer  object has no attribute  hpc save         environment    pytorch   ,66e58f5afb6ae8702b29ada52f7b022bbf201f9e,pytorch_lightning\trainer\connectors\slurm_connector.py
4229,Comet logger overrides COMET_EXPERIMENT_KEY env variable,  after       there is a changed logger behavior  it starts using   but it doesn t respect it if it is set already   so the bug is in the following   i already set this variable  then logger overwrites my value here   lightning blob master pytorch lightning loggers comet py      then it deletes this variable at all here   lightning blob master pytorch lightning loggers comet py      this way it ignores my variable and deletes it at all later  moreover in version function it also ignores my set variable  i will create a pull request to fix it   ,4106e2f11292979022c437b9c49b0b3348f4682f,pytorch_lightning\loggers\comet.py
4234,Values logged in test_epoch_end not returned when calling test(),  🐛 bug    when calling test   if values are logged only in the test epoch end method they are not returned  this leads to the following somewhat inconsistent behaviour     values logged only in step method    appear in list returned by test    values logged in step and epoch end    both appear in list returned by test    values logged only in epoch end    values do not appear     please reproduce using the boringmodel and post here       usp sharing    expected behavior    if values are logged only in epoch end they should be returned by test    environment    pl version         see colab    ,c33688195964f7582011d10464cced0bc43fbe55,pytorch_lightning\trainer\connectors\logger_connector.py
4268,"EarlyStopping mode auto is unknown, fallback to auto mode.",  in the process of refactoring as i upgraded lighting and it looks like there s been a slight change to the callback interface   this code   early stop callback   pl callbacks earlystopping   results in the message     earlystopping mode auto is unknown  fallback to auto mode   earlystopping mode set to min for monitoring early stop on     the default for mode is  auto  so the first message doesn t make sense   ,2ffad4c89fcd19800a7532a8f7821578770451c6,pytorch_lightning\callbacks\early_stopping.py
427,save_weights_only parameter in ModelCheckpoint class look like doesn't work,  common bugs       tensorboard not showing in jupyter notebook see issue     pytorch       vs       support see faq    describe the bug  save weights only parameter in modelcheckpoint class look like doesn t work  document describe save weight only like that  save weights only  if true  then only the model s weights will be saved     else the full model is saved      but save weight only parameter doesn t save model differently each different options  to reproduce  steps to reproduce the behavior     i used sample script in official document    import os  import torch  from torch nn import functional as f  from torch utils data import dataloader  from torchvision datasets import mnist  import torchvision transforms as transforms    import pytorch lightning as pl    class coolsystem          def   init              super    init               not the best model             self     torch nn linear         def forward            return torch relu                def training step        ,8c4c7b105e16fbe255e4715f54af2fa5d2a12fad,CHANGELOG.md
4275,[HOT-BUG] Checkpoint in callbacks list fails,  🐛 bug    please reproduce using the boringmodel and post here    the modelcheckpoint is not properly setup when provided through the list of callbacks   def test checkpoint within callbacks list                 this test validates that the checkpoint can be called when provided to callacks list                 os environ  pl dev debug                checkpoint callback   modelcheckpoint          class extendedboringmodel              def validation step                output   self layer               loss   self loss               return   val loss   loss         model   extendedboringmodel       model validation step end   none      model validation epoch end   none      trainer   pl trainer max epochs                               limit train batches                               limit val batches                               limit test batches                               callbacks          trainer fit       assert os listdir       epoch   ckpt           tests checkpointing tes,8a20d6af51d13adec37593c1356ce08ef380e828,pytorch_lightning\callbacks\model_checkpoint.py
4276,WandbLogger fails in 1.0.2 due to non-JSON serializable object,  🐛 bug    after updating to pl        the wandblogger fails with the following typeerror   traceback       file  wandblogger issue py   line    in       wandb logger log hyperparams      file   home groups mignot   envs pl lib     site packages pytorch lightning utilities distributed py   line    in wrapped fn      return fn     file   home groups mignot   envs pl lib     site packages pytorch lightning loggers wandb py   line    in log hyperparams      self experiment config update     file   home groups mignot   envs pl lib     site packages wandb sdk wandb config py   line    in update      self  callback      file   home groups mignot   envs pl lib     site packages wandb sdk wandb run py   line    in  config callback      self  backend interface publish config     file   home groups mignot   envs pl lib     site packages wandb interface interface py   line    in publish config      cfg   self  make config     file   home groups mignot   envs pl lib     site packages wandb interfa,f07ee33db679a4b4bdcb4a2a221aa5cbb05d7b34,.gitignore
4304,TensorBoardLogger not working as expected with accumulate_grad_batches&gt;1,  🐛 bug    when logging inside training step to tensorboard and using accumulate grad batches     inside pl trainer  the behavior is not as expected   with  everything looks good       with accumulate grad batches     the values are reported on the same step       to reproduce      import os    import torch  from torch nn import functional as f  from torch utils data import dataloader  random split    import pytorch lightning as pl  from pytorch lightning loggers import tensorboardlogger  from torchvision datasets mnist import mnist  from torchvision import transforms    class litclassifier        def   init              super    init             self save hyperparameters             self     torch nn linear           self     torch nn linear         def forward            x   x view                x   torch relu            x   torch relu            return x        def training step            x  y   batch          y hat   self           loss   f cross entropy           self log       ,204a0a2d03ce7dfb014e347f1d34a49ef5e86902,CHANGELOG.md
4486,TrainerDataLoadingMixin.replace_sampler ignores multiprocessing_context,  🐛 bug    replace sampler in trainerdataloadingmixin ignores multiprocessing context  please reproduce using  the boringmodel and post here        usp sharing    expected behavior    it should return a new data loader with the replaced sampler  and the same multiprocessing context  environment      cuda     gpu     tesla        available          true  version                     packages     numpy                     pytorch debug      false  pytorch version             pytorch lightning         tqdm                          system     os                 linux  architecture              processor             python                    version               smp thu jul         pdt           ,dee968f20b89db7d6cbdd6069e5ed307980cbc86,pytorch_lightning\trainer\data_loading.py
4556,Gpu memory leak with self.log on_epoch=True,  pl        using new logging api i want to log a metric in lightningmodule  self log       this is a dummy example but it is sufficient to add to lightningmodule s training step to cause a memory leak on gpu   what could go wrong  we want to log a metric which is not even a cuda tensor  how could it lead to a gpu memory leak   well thanks to the magic of metric epoch aggregation stuff  let s dig in and take a look at here        pytorch lightning pytorch lightning trainer training loop py              lines   to          in                                                                          training step   training step end                                                          batch output   self run training batch                      when returning    from train step  we end epoch early          if batch output signal                 break                     only track outputs when user implements training epoch end            otherwise we will build up unnecessary memory  ,514cb22bd719e6ca056cacce730c8de875c9dbf6,pytorch_lightning\core\step_result.py
4681,self.log on validation_step is broken on pre 1.1 [nightly],     usp sharing     ,867eef0e4c34e92887faee7040779e8cde00b20f,pytorch_lightning\trainer\connectors\logger_connector\epoch_result_store.py
4781,Potential bug in metric when updated with a slice of tensor in DDP,  🐛 bug    when a metric is updated with a slice of tensor as one of the inputs   with multiple gpu with ddp  it throws out an error   runtimeerror  tensors must be non overlapping and dense      once the slice of the tensor is clone and detach  then it works   please reproduce using  the boringmodel and post here     the issue can be reproduced below      usp sharing    to reproduce    expected behavior    the metric update should work with a slice of tensor  environment    cuda     gpu     tesla   pcie      available          true    version                   packages     numpy                     pytorch debug      true  pytorch version             pytorch lightning         tqdm                          system     os                 linux  architecture              processor             python                    version               smp thu jul         pdt          additional context     ,1b40a4053d4b2116de02938b747946446443c54a,CHANGELOG.md
4857,Logging not working in `on_train_batch_end` of a callback.,  🐛 bug    logging in on train batch end of a callback doesn t work but for on train validation batch end it does   i e  below only eval will be logged not train  class testcallback            def on train batch end            pl module log         def on validation batch end            pl module log   reproduce      usp sharing    context  i found that error because logging of training in pl bolts callbacks ssl online sslonlineevaluator does not work    ,2e838e6dd8803f40da3a1d4111669bd69ae7dd0f,docs\source\logging.rst
4928,update min dependencies,  🐛 bug    after pip install strategy changes we have several packages which are not feasible to install together  to reproduce    see all min ci config   lightning runs      expected behavior    update some libs to be installable  probably go one by one or list dependencies of our dependencies and find a minimal intersection   ,563f9214fa4add3e984de993c231ac0ff2f4fca6,.github\workflows\ci_test-full.yml
4953,manual_optimization does not work with ddp,  🐛 bug    can t run ddp with manual optimization  fails on the second batch with a error   runtimeerror  expected to mark a variable ready only once  this error is caused by one of the following reasons     use of a module parameter outside the forwardfunction  please make sure model parameters are not shared across multiple concurrent forward backward    reused parameters in multiple reentrant backward passes  for example  if you use multiplecheckpoint functions to wrap the same part of your model  it would result in the same set of parameters been used by different reentrant backward passes multiple times  and hence marking a variable ready multiple times  ddp does not support such use cases yet   to reproduce    change optimization to manual in basic gan bolt   expected behavior    do not fail when n gpus      environment      cuda     gpu     tesla        tesla        tesla        tesla            available          true  version                     packages     numpy             ,239347435029c0a02b305201ebbfa39d62746ca8,benchmarks\test_sharded_parity.py
4974,AttributeError: 'LightningOptimizer' object has no attribute 'state',  i am using pytorch lightning with adam optmiser to train a byol model  the model and pipeline works fine while training  when i stop and resume from checkpoint  it raise this error  i didn t do anything just resume from previous checkpoint  have no idea why there is an error like this  i upgrade my bolts and pytorch lightning to the mast        my opmizer is like this  and adam is the original adam provided by pytorch       ,7755572b4f37b811b83f6a933329b01af4735e66,pytorch_lightning\core\optimizer.py
4978,Fix pipy badges and images not rendering,  it seems that it did not work for pypi page    see our rc     lightning          when i open the pkg info i still see the original paths     downloaded implemented in        ,e2c404bad2eaf90d77d2faf3d2802f783f8dc4f7,.github\workflows\release-pypi.yml
498,Escaping % in add_default_args,  describe the bug  in utilities arg parse py  a percentage symbol is not escaped and would cause an error when printing help information   parser add argument    overfit   default     type float                           help    of dataset to use with this option  float  or    for none    to reproduce  steps to reproduce the behavior   import os  import random  import sys  from pytorch lightning utilities arg parse import add default args  from test tube import hyperoptargumentparser  experiment    if   name         main          root dir   os path split           parent parser   hyperoptargumentparser       add default args       hyperparams   parent parser parse args       execute the file with   help  python temp py   help      throws an error   warning root this   python run does not have gpu support  will run in cpu only mode   traceback       file   users chenghaomou code   temp py   line    in       hyperparams   parent parser parse args     file   users chenghaomou anaconda en,89f7a82157297f32ca12283c0badbc5b50bb5224,pytorch_lightning\utilities\arg_parse.py
529,Training with DDP could fail at startup due to FileExistsError,  in multi gpu mode with ddp  starting the training can fail with the following error   traceback       file  train py   line    in       main     file  train py   line    in main      trainer fit     file   home tanel   lib     site packages pytorch lightning trainer trainer py   line    in fit      mp spawn      file   home tanel   lib     site packages torch multiprocessing spawn py   line    in spawn      while not spawn context join      file   home tanel   lib     site packages torch multiprocessing spawn py   line    in join      raise exception   exception         process   terminated with the following error   traceback       file   home tanel   lib     site packages torch multiprocessing spawn py   line    in  wrap      fn     file   home tanel   lib     site packages pytorch lightning trainer ddp mixin py   line    in ddp train      self run pretrain routine     file   home tanel   lib     site packages pytorch lightning trainer trainer py   line    in run pretrain routine  ,539d7bcb4476883771f0492b3a3774048de5163d,pytorch_lightning\callbacks\pt_callbacks.py
537,Summary not working for model on GPU with multiple inputs,  describe the bug  when you want a summary for a model that requires multiple input parameters for forward  then this doesn t work  you can set self example input array to be a tuple and there is some code for passing this to the forward method  however  if the model is on cuda  it tries to pass to move this input directly to cuda without a check whether it is a tuple or list   the line with the error is here   pytorch lightning blob master pytorch lightning root module memory py      example of how it should be checked   pytorch lightning blob master pytorch lightning root module memory py      to reproduce  steps to reproduce the behavior     create a model that requires multiple inputs in the forward method   set self example input array to be a tuple  run the model on gpu    expected behavior  a list with all layers and the input and output shapes of these layers         desktop       os  linux mint      browser chrome  version                 ,d562172b4cd363b86f9d670120932cd333b03cf5,pytorch_lightning\core\memory.py
566,Using print_nan_grads in the Trainer results in an error,  describe the bug  when using  print nan grads true      in the trainer  i am getting the error below   trainer fit   file   users   envs snorkel lib     site packages pytorch lightning trainer trainer py   line    in fit  self run pretrain routine   file   users   envs snorkel lib     site packages pytorch lightning trainer trainer py   line    in run pretrain routine  self train   file   users   envs snorkel lib     site packages pytorch lightning trainer train loop mixin py   line    in train  self run training epoch   file   users   envs snorkel lib     site packages pytorch lightning trainer train loop mixin py   line    in run training epoch  output   self run training batch   file   users   envs snorkel lib     site packages pytorch lightning trainer train loop mixin py   line    in run training batch  self print nan gradients   file   users   envs snorkel lib     site packages pytorch lightning trainer training tricks mixin py   line    in print nan gradients  if torch isnan  ,d4571d1d6f524b0b9284e84ea8f95bb8eb656c86,pytorch_lightning\trainer\training_tricks_mixin.py
604,failing Docs build,  description    not sure what is happening but it seems that the documentation fails         williamfalcon   could you pass details about documentation build    ,ea59a99426c050cf301783f411c41a732af8c752,.github\BECOMING_A_CORE_CONTRIBUTOR.md
606,Early Stopping kicks in at min_epochs + 2 instead of min_epochs,  describe the bug    i was working on a fix for      and found that early stopping starts to kick in at epoch   despite min epochs       to reproduce    run basic examples gpu template py and log the callback calls every epoch   expected behavior    when setting min epochs n    we should evaluate early stopping at the end of epoch n   proposed fix     i propose to change this   line in the training loop     to        why the       the epoch variable in the training loop starts at    but the trainer argument min epochs starts counting at         why the       the early stop check is done at the end of each epoch  hence the epoch counter will be   to min epochs after min epochs have passed       desktop       os  linux  version  master     ,e2ee4ddbdb75a91132394208fabc8c62ca39f3e9,pytorch_lightning\trainer\training_loop.py
618,Comet PAPI Depreciated,  use of the comet api logger reports an unecessary depreciation warning relating to the use of comet ml papi  rather than the newer comet ml api   example   comet warning  you have imported comet ml papi  this interface is deprecated  please use comet ml api instead  for more information  see    sdk releases  release     ,d1633aac112fb35878aae83deb8b57259acea75b,pytorch_lightning\logging\comet.py
638,"Pytorch lightning spawns processes after each epoch of training, causing training script to crash unexpectedly",  🐛 bug    when running my training script with ptl  i noticed that after the script is running process spawning is happening at the end of every epoch  which reloads the script  this unintended behavior often causes the training to crash if i m in the middle of changing the code  and essentially locks the script running from any edits to it   a possible fix for this is to create the data loader object only once here     to reproduce    train with ptl using ddp and num workers      and place a breakpoint at the top of the main file of your project    ,3c2fd560aa4d31b4f48ee225b83361deec53d9c7,CHANGELOG.md
675,Mismatch of displayed 'epoch',  🐛 bug    the display of epoch s number mismatches between the progress bar and the checkpoint indicator  i wonder this mismatch could confuse users     progress bar  the number of epochs starts from     checkpoint indicator  the number of epochs starts from     metrics csv also starts from       i think that to change checkpoint and metrics csv causes a serious problem   so progress bar should be changed in my opinion   what do you think about it   epoch       ██████████                    s  batch idx    loss      train batch loss      v num    val loss       ainfo root   epoch    val loss reached        saving model to  dummy   checkpoints   ckpt as top      loss         train batch loss         val loss         epoch         ▌                             s  batch idx    loss      train batch loss      v num    val loss           environment      pytorch version          os   macos        how you installed pytorch   pip install git   lightning git master   upgrade  python version  ,734b28ed2dcd0feb23b44744a3d3d40de0b20a08,pytorch_lightning\callbacks\pt_callbacks.py
688,Checkpoint saving isn't atomic,  🐛 bug    saving checkpoints happens non atomically  in some cases  this causes an incomplete write of a checkpoint    causing any subsequent loading to fail with  runtimeerror  unexpected eof  expected   more bytes  the file might be corrupted   to reproduce    this is difficult to reproduce  since it relies on timing outside of code  for me  it happens with fast running models that run at      seconds per epoch   expected behavior    checkpointing should be resistant to such issues  and instead simply continue as is    ,9aad69d85635a8a65e1f0ee995516c0f8183c0f3,pytorch_lightning\trainer\training_io.py
694,JIT problem with `torchvision` 0.5,  🐛 bug    there are some jit problems with newly released       in      we freeze version to      but in future  we want to support all s  maybe it is just a temporal bug in  and they will handle it     to reproduce            environment      lightning       ,af445830506061680bd41744926c8bee1cca1104,MANIFEST.in
